list_name,name,label,dis_filter
cadas,LBN63043,El Borj En-Naqoura - برج الناقورة,LBD0022
cadas,LBN34074,El Boustane - بستان يانوح,LBD0016
cadas,LBN54028,El Bqaiaa - البقيعة,LBD0011
cadas,LBN36077,El Braij Qornet Chahouane - بريج قرنة شهوان,LBD0012
cadas,LBN23015,El Faqaa - الفقعة,LBD0020
cadas,LBN21037,El Faqrat - فقرات,LBD0004
cadas,LBN36078,El Firdaous - فردوس,LBD0012
cadas,LBN51083,El Fraidis - فريديس,LBD0001
cadas,LBN31057,El Ftaihat - الفتيحات,LBD0002
cadas,LBN11017,El Ghabe - غابي,LBD0006
cadas,LBN51084,El Ghawaya - القبيات غوايا,LBD0001
cadas,LBN35066,El Ghouabi - غوابي,LBD0018
cadas,LBN36079,El Habach - حباش,LBD0012
cadas,LBN51085,El Haissa - الحيصة,LBD0001
cadas,LBN11018,El Hamra - حمرا,LBD0006
cadas,LBN52045,El Hamra JRANE - حمرا جران,LBD0009
cadas,LBN35067,El Hara Mairouba - حارة ميروبا,LBD0018
cadas,LBN52046,El Harf - حرف,LBD0009
cadas,LBN62031,El Harf Jezzine - الحرف جزين,LBD0017
cadas,LBN57029,El Hariq - حريق,LBD0026
cadas,LBN55041,El Hazmiye - حازمية المنيه,LBD0013
cadas,LBN52047,El Heri - هري,LBD0009
cadas,LBN51086,El Hichi - الهيشه,LBD0001
cadas,LBN11064,El Horge - حرش,LBD0006
cadas,LBN51088,El Houaich - الحويش,LBD0001
cadas,LBN57030,El Houakir - حواكير,LBD0026
cadas,LBN62032,El Houraniye - حورانية,LBD0017
cadas,LBN34077,El Houssoun - حصون,LBD0016
cadas,LBN34078,El Hraifat - الحريفات,LBD0016
cadas,LBN24012,El Jazira - الجزيرة,LBD0024
cadas,LBN57031,El Khaldiye - خالدية,LBD0026
cadas,LBN35068,El Kharayeb - خرايب,LBD0018
cadas,LBN35069,El Kharayeb Dlebta - الخرايب دلبتا,LBD0018
cadas,LBN55042,El Kharnoub - خرنوب المنيه,LBD0013
cadas,LBN51089,El Kharnoubeh - الخرنوبه,LBD0001
cadas,LBN33076,El Kherbe - الخربة الشوف,LBD0008
cadas,LBN51092,El Khirbe - الخربة,LBD0001
cadas,LBN51091,El Khirbe Msalla - الخربة مصلا,LBD0001
cadas,LBN51090,El Khirbe Qleiaat - الخربة قليعات,LBD0001
cadas,LBN51093,El Khoder - الخضر اكروم,LBD0001
cadas,LBN33077,El Khraibe - خريبة بيرة الشوف,LBD0008
cadas,LBN52048,El Khraize - خريزه,LBD0009
cadas,LBN63044,El Kleile - قليلة,LBD0022
cadas,LBN51094,El Kneisse - الكنيسة,LBD0001
cadas,LBN51336,El Kouraniye - الكورانية,LBD0001
cadas,LBN51097,El Krahne - الكراهنة,LBD0001
cadas,LBN51098,El Kroum - الكروم,LBD0001
cadas,LBN21038,El Laouze - اللوزة,LBD0004
cadas,LBN36080,El Loueize - لويزة نقاش,LBD0012
cadas,LBN320037,El Maadan - المعادن,LBD0003
cadas,LBN35070,El Maaden - معادن,LBD0018
cadas,LBN21039,El Maalqa - معلقة الجديدة,LBD0004
cadas,LBN36081,El Machrah - مشرح,LBD0012
cadas,LBN61025,El Mahmoudiye - محمودية,LBD0021
cadas,LBN51100,El Majdal el Aamayer - المجدل العماير,LBD0001
cadas,LBN51101,El Majdel Akkar - المجدل عكار,LBD0001
cadas,LBN42013,El Majidiye - مجيدية حاصبيا,LBD0015
cadas,LBN11019,El Majidiye Beirut - مجيدية (بيروت),LBD0006
cadas,LBN56024,El Maloula - الملولة,LBD0023
cadas,LBN11020,El Manara - منارة,LBD0006
cadas,LBN36082,El Manazil - منازل,LBD0012
cadas,LBN24013,El Marj - المرج,LBD0024
cadas,LBN34080,El Marj Lassa - مرج لاسا,LBD0016
cadas,LBN35071,El Marji - مرج,LBD0018
cadas,LBN21040,El Marmagha - مرماغا,LBD0004
cadas,LBN320038,El Marmah - مرمح,LBD0003
cadas,LBN35072,El Massiaf - مصيف,LBD0018
cadas,LBN51104,El Mbar kiye - المباركية,LBD0001
cadas,LBN320039,El Mdaoura - مدورا,LBD0003
cadas,LBN22024,El Mdawesh - مداوش,LBD0010
cadas,LBN55044,El Medine ej jdide - مدينة الجديدة,LBD0013
cadas,LBN33078,El Meghraiqa - مغريقا,LBD0008
cadas,LBN51106,El Melkiye - الملكي,LBD0001
cadas,LBN44015,El Midane - الميدان,LBD0014
cadas,LBN52049,El Midane Kfifane - ميدان كفيفان,LBD0009
cadas,LBN56002,El Mina - المينا,LBD0023
cadas,LBN55045,El Minie - المنيه,LBD0013
cadas,LBN51108,El Mqaiteaa - المقيطع,LBD0001
cadas,LBN33079,El Msayed - المصايد,LBD0008
cadas,LBN62033,El Msous - مصوص,LBD0017
cadas,LBN34082,El Mtolle - مطله جبيل,LBD0016
cadas,LBN22025,El Ouaqf - الوقف,LBD0010
cadas,LBN63045,El Ouardani - ورداني,LBD0022
cadas,LBN31058,El Ouata - الوطا,LBD0002
cadas,LBN320040,El Ouzaai - اوزاعي,LBD0003
cadas,LBN34083,El Owaynate - عوينات,LBD0016
cadas,LBN21135,El Qaa - القاع,LBD0004
cadas,LBN62034,El Qabaa - قبع,LBD0017
cadas,LBN52051,El Qabaah - قبع كفيفان,LBD0009
cadas,LBN35073,El Qacha - قشا,LBD0018
cadas,LBN57032,El Qadriye - قادريه,LBD0026
cadas,LBN36084,El Qalaa - قلعة,LBD0012
cadas,LBN36083,El Qalaa Sin el fil - قلعة سن الفيل,LBD0012
cadas,LBN51109,El Qantara - القنطرة,LBD0001
cadas,LBN35074,El Qarqouf - قرقوف,LBD0018
cadas,LBN33081,El Qateaa - قتيعا,LBD0008
cadas,LBN51110,El Qatlabe - القبيات القطلبه,LBD0001
cadas,LBN21041,El Qerrami - قرامي,LBD0004
cadas,LBN51111,El Qlaiaat - القليعات,LBD0001
cadas,LBN51112,El Qorne - القرنة,LBD0001
cadas,LBN22026,El Qraita - قريتي,LBD0010
cadas,LBN51114,El Qsair - القصير,LBD0001
cadas,LBN51117,El Rama - الرامه,LBD0001
cadas,LBN11021,El Wata - الوطى,LBD0006
cadas,LBN11026,El Zarif - ظريف,LBD0006
cadas,LBN34076,El-Harf - حرف قرطبون,LBD0016
cadas,LBN36085,En Naas - نعص,LBD0012
cadas,LBN36086,En Nabaa - النبعه,LBD0012
cadas,LBN51115,En Nabi Khaled - النبي خالد,LBD0001
cadas,LBN55048,En Nabi Kzaiber - النبي كزيبر,LBD0013
cadas,LBN23016,En Nabi Safa - نبي صفا,LBD0020
cadas,LBN55049,En Nabi Youchaa - النبي يوشع,LBD0013
cadas,LBN52052,En Nahriye - نهريه,LBD0009
cadas,LBN54030,En Nakhle - نخلة,LBD0011
cadas,LBN31059,En Njassa - النجاصة,LBD0002
cadas,LBN21042,En Nouqra - نقرة,LBD0004
cadas,LBN54031,Enfe - أنفه,LBD0011
cadas,LBN36087,Er Rabie - رابيه,LBD0012
cadas,LBN63046,Er Rafid - الرافد,LBD0022
cadas,LBN25020,Er Ramtaniye - الرمطانية,LBD0025
cadas,LBN51118,Er Ransiye - الرانسية,LBD0001
cadas,LBN36088,Er Raouda - روضة,LBD0012
cadas,LBN320041,Er Rihaniye - ريحانية,LBD0003
cadas,LBN55051,Er Rihaniye El Minieh - ريحانيه  المنيه,LBD0013
cadas,LBN57033,Er Rmaile - رميله أرده,LBD0026
cadas,LBN51121,Er Rouaime - الرويمة,LBD0001
cadas,LBN320105,Er Rouais - الرويس,LBD0003
cadas,LBN36089,Er Rouaisse - رويسة برمانا,LBD0012
cadas,LBN61026,Er Rouayess - روايس,LBD0021
cadas,LBN34186,Ernaya - ارنايا,LBD0016
cadas,LBN35075,Es Salhiye Bezhel - صالحية بزحل,LBD0018
cadas,LBN34085,Es Saqi - سقي,LBD0016
cadas,LBN34086,Es Sare - سار,LBD0016
cadas,LBN51340,Es Sayeh - السايح,LBD0001
cadas,LBN44016,Es Serail - السراي,LBD0014
cadas,LBN320042,Es Sheime - الشيمة,LBD0003
cadas,LBN35076,Es Shoum Kfar Debiane - شوم كفر ذبيان,LBD0018
cadas,LBN31060,Es Shwayfate - الشويفات,LBD0002
cadas,LBN35077,Es Slayekh - السلايخ,LBD0018
cadas,LBN55053,Es Snoubar - صنوبر,LBD0013
cadas,LBN22027,Es Souaidiye - سويدية,LBD0010
cadas,LBN51126,Es Souaisse - السويسة,LBD0001
cadas,LBN35078,Es Souhoum - سوحوم الغينة,LBD0018
cadas,LBN25021,Es Sraij - سريج,LBD0025
cadas,LBN35079,Esh Shahoute - الشاحوط,LBD0018
cadas,LBN33177,Eskandarouna - إسكندرونة,LBD0008
cadas,LBN33082,Et Taamir - تعمير,LBD0008
cadas,LBN36090,Et Tabche - طبشة,LBD0012
cadas,LBN320043,Et Tahouita - التحويطة,LBD0003
cadas,LBN57034,Et Talle - تلة زغرتا,LBD0026
cadas,LBN35080,Et Tarouaa - التروع,LBD0018
cadas,LBN35081,Ez Zaaytriye - زعيترية,LBD0018
cadas,LBN61027,Ez Zahrani - الزهراني,LBD0021
cadas,LBN320044,Ez Zire - زيره,LBD0003
cadas,LBN51129,Ez Zouq - الذوق,LBD0001
cadas,LBN22028,Faara - فعرا,LBD0010
cadas,LBN52053,Fadaous - فدعوس,LBD0009
cadas,LBN35082,Faitroun - فيطرون,LBD0018
cadas,LBN320045,Faiyadiye - فياضية,LBD0003
cadas,LBN21043,Fakehe - فاكهة,LBD0004
cadas,LBN320046,Falougha - فالوغا,LBD0003
cadas,LBN36091,Fanar - الفنار,LBD0012
cadas,LBN36092,Fanar ej Jdid - فنار الجديدة,LBD0012
cadas,LBN35083,Fanyoun - فنيوان,LBD0018
cadas,LBN36093,Faouar - فوار,LBD0012
cadas,LBN36094,Faouar el meten - فوار المتن,LBD0012
cadas,LBN33083,Faouarat Jaafar - فوارة جعفر,LBD0008
cadas,LBN35084,Faqra - فقرا,LBD0018
cadas,LBN35085,Faraiya - فاريا,LBD0018
cadas,LBN51285,Fard - الفرض,LBD0001
cadas,LBN42014,Fardis - الفرديس,LBD0015
cadas,LBN42015,Fashkoul - فشكول,LBD0015
cadas,LBN35086,Fatqa - فتقا,LBD0018
cadas,LBN34087,Fatre - فتري,LBD0016
cadas,LBN52054,Fehta - فحتا,LBD0009
cadas,LBN34088,Ferhet - فرحت,LBD0016
cadas,LBN34089,Fghal - فغال,LBD0016
cadas,LBN54032,Fiaa - فيع,LBD0011
cadas,LBN34090,Fidar - الفيدار,LBD0016
cadas,LBN34091,Fidar el Faouqa - فدار الفوقا,LBD0016
cadas,LBN34092,Fidar Et Tahta - فدار التحتا,LBD0016
cadas,LBN22029,Fissane - فيسان,LBD0010
cadas,LBN21044,Flaoui - فلاوي,LBD0004
cadas,LBN51130,Fnaideq - فنيدق,LBD0001
cadas,LBN11027,Fourn el Hayek - فرن الحايك,LBD0006
cadas,LBN25022,Fourzol - فرزل,LBD0025
cadas,LBN56022,Fouwar zgharta - فوار زغرتا,LBD0026
cadas,LBN57035,Fradis - الفراديس,LBD0026
cadas,LBN33084,Fraidiss - فريديس الشوف,LBD0008
cadas,LBN36095,Fraike - فريكه,LBD0012
cadas,LBN34093,Frat - فرات,LBD0016
cadas,LBN21045,Freij - فريج,LBD0004
cadas,LBN41018,Froun - فرون,LBD0007
cadas,LBN320047,Fsakin - فساقين ترشيش,LBD0003
cadas,LBN31116,Fsaqine - فساقين,LBD0002
cadas,LBN51131,Fsiqine et Ain Echma - فسقين و عين اشما,LBD0001
cadas,LBN35087,Ftah Ech Chouha - فتاح الشوحا,LBD0018
cadas,LBN52055,Ftahat - فتاحات,LBD0009
cadas,LBN35088,Ftahate - فتاحات جورة الترمس,LBD0018
cadas,LBN320048,Furn ech Chebak - فرن الشباك,LBD0003
cadas,LBN11066,Gemmayze - جميزة,LBD0006
cadas,LBN34094,Ghabate - غابات,LBD0016
cadas,LBN36096,Ghabe - غابة المسقى,LBD0012
cadas,LBN36097,Ghabet Bolonia - غابة بولونيا,LBD0012
cadas,LBN33085,Ghabet Jaafar - غابة جعفر,LBD0008
cadas,LBN34095,Ghabline - غبالين,LBD0016
cadas,LBN31061,Ghaboun - الغابون,LBD0002
cadas,LBN31062,Ghadir - غادير,LBD0002
cadas,LBN35089,Ghadir jounieh - غادير جونيه,LBD0018
cadas,LBN35090,Ghadras - غدراس,LBD0018
cadas,LBN34096,Ghalboun - غلبون,LBD0016
cadas,LBN33086,Ghandouriye - غندورية,LBD0008
cadas,LBN41019,Ghandouriye Bent Jbeil - غندورية بنت جبيل,LBD0007
cadas,LBN34097,Gharfine - غرفين,LBD0016
cadas,LBN33087,Gharife - غريفة,LBD0008
cadas,LBN36098,Gharouch - غاروش,LBD0012
cadas,LBN34098,Gharzouz - غرزوز,LBD0016
cadas,LBN61028,Ghassaniye - غسانية,LBD0021
cadas,LBN35091,Ghazir - غزير,LBD0018
cadas,LBN61029,Ghaziye - غازية,LBD0021
cadas,LBN24015,Ghazze - غزة,LBD0024
cadas,LBN35092,Ghbale - غبالة,LBD0018
cadas,LBN62035,Ghbatiye - غبَاطية,LBD0017
cadas,LBN35093,Ghine - غينة,LBD0018
cadas,LBN320049,Ghobeire - غبيري,LBD0003
cadas,LBN35094,Ghoshraiya - غيشرايه,LBD0018
cadas,LBN35095,Ghosta - غوسطا,LBD0018
cadas,LBN52056,Ghouma - غوما,LBD0009
cadas,LBN51132,Ghzaile - الغزيله,LBD0001
cadas,LBN11028,Grand Serail - سراي الكبير,LBD0006
cadas,LBN61030,Hababiye - حبابية,LBD0021
cadas,LBN34099,Habboub - حبوب,LBD0016
cadas,LBN44017,Habbouch - حبوش,LBD0014
cadas,LBN51133,Habchit - حبشيت,LBD0001
cadas,LBN34100,Habil - هابيل,LBD0016
cadas,LBN31063,Habramoun - حبرمون,LBD0002
cadas,LBN53015,Hadchit - حدشيت,LBD0005
cadas,LBN41020,Haddatha - حداثا,LBD0007
cadas,LBN320050,Hadet - حدث,LBD0003
cadas,LBN53016,Hadet Ej jebbe - حدث الجبه,LBD0005
cadas,LBN21046,Hadath Baalbek - حدث بعلبك,LBD0004
cadas,LBN56004,Hadid - الحديد,LBD0023
cadas,LBN52057,Hadtoun - حدتون,LBD0009
cadas,LBN33088,Haffet el Hajal - حافة الحجل,LBD0008
cadas,LBN52058,Hai el Birke - حي البركة,LBD0009
cadas,LBN21047,Hai el Mathane - حي المطحنة,LBD0004
cadas,LBN62036,Haidab - حيداب,LBD0017
cadas,LBN51286,Haider - حيدر,LBD0001
cadas,LBN51134,Haitla - هيتلا,LBD0001
cadas,LBN62037,Haitoule - حيتوله,LBD0017
cadas,LBN62038,Haitoura - حيطورة,LBD0017
cadas,LBN51135,Haizouq - حيزوق,LBD0001
cadas,LBN61031,Hajje - حجة,LBD0021
cadas,LBN35096,Hakl Er Raiyess - حقل الريس,LBD0018
cadas,LBN25024,Hakl Hammana - حقل حمانا,LBD0025
cadas,LBN34101,Halat - حالات,LBD0016
cadas,LBN51137,Halba - حلبا,LBD0001
cadas,LBN21048,Halbata - حلباتا,LBD0004
cadas,LBN33089,Halioune el Faouqa - حليونة الفوقا,LBD0008
cadas,LBN33090,Halioune et Tahta - حليونة التحتا,LBD0008
cadas,LBN63047,Hallousiyet el Faouqa - حلوسية الفوقا,LBD0022
cadas,LBN63048,Halloussiye - حلوسية,LBD0022
cadas,LBN23017,Haloua - حلوة,LBD0020
cadas,LBN52059,Halta - حلتا,LBD0009
cadas,LBN42016,Halta Hasbaya - حلتا حاصبيّا,LBD0015
cadas,LBN21049,Ham - حام,LBD0004
cadas,LBN35097,Hamassiyat - حماسيات,LBD0018
cadas,LBN52060,Hamat - حامات,LBD0009
cadas,LBN36099,Hamlaya - حملايا,LBD0012
cadas,LBN63049,Hammadiye - حمَادية,LBD0022
cadas,LBN320051,Hammana - حمانا,LBD0003
cadas,LBN24030,Hammara - حمارة,LBD0024
cadas,LBN63050,Hamoul - حامول,LBD0022
cadas,LBN44018,Hamra  En-Nabattiyeh - الحمرا النبطية,LBD0014
cadas,LBN33091,Hamra Ed Damour - حمرا الدامور,LBD0008
cadas,LBN41021,Hanine - حنين,LBD0007
cadas,LBN63051,Hannaouiye - حناوي,LBD0022
cadas,LBN63052,Hanniye - حنية,LBD0022
cadas,LBN52061,Hannouch - حنٌوش,LBD0009
cadas,LBN51138,Haouch - حوش,LBD0001
cadas,LBN21050,Haouch Barada - حوش بردى,LBD0004
cadas,LBN21051,Haouch Ed Dahab - حوش الدهب,LBD0004
cadas,LBN25025,Haouch ed Dibs - حوش الدبس,LBD0025
cadas,LBN25026,Haouch el Mendara - حوش مندره,LBD0025
cadas,LBN25027,Haouch el Oumara - زحلة حوش الامراء,LBD0025
cadas,LBN23018,Haouch El Qinnabeh - حوش القنعبة,LBD0020
cadas,LBN25028,Haouch el Sayade - حوش الصيادي,LBD0025
cadas,LBN21052,Haouch En Nabi - حوش النبي,LBD0004
cadas,LBN22030,Haouch Es Saiyad Aali - حوش السيد علي,LBD0010
cadas,LBN25077,Haouch Moussa Anjar - حوش موسى عنجر,LBD0025
cadas,LBN21053,Haouch Snaid - حوش سنيد,LBD0004
cadas,LBN21054,Haouch Tall Safiye - حوش تل صفية,LBD0004
cadas,LBN51139,Haouchab - هوشب,LBD0001
cadas,LBN22031,Haouchariye - هوشرية,LBD0010
cadas,LBN21056,Haouerte - حوارته,LBD0004
cadas,LBN57036,Haouqa Et En Naher - حوقا النهر,LBD0026
cadas,LBN21057,Haour Taala - حور تعلا,LBD0004
cadas,LBN55054,Haoura - حوارة,LBD0013
cadas,LBN34102,Haqel - حقل,LBD0016
cadas,LBN55055,Haql El Aazime - حقل العزيمة,LBD0013
cadas,LBN320052,Haql Hassan - حقل حسن,LBD0003
cadas,LBN34103,Haqlet et Tine - حقلة التينة,LBD0016
cadas,LBN55056,Haqlit - حقلة,LBD0013
cadas,LBN34075,Hara Jbeil - حارة,LBD0016
cadas,LBN21058,Harabta - حربتا,LBD0004
cadas,LBN52062,Harbouna - حربونا,LBD0009
cadas,LBN52063,Hardine - حردين,LBD0009
cadas,LBN33092,Hardouch - حردوش,LBD0008
cadas,LBN33093,Haret Aalmane - حارة علمان,LBD0008
cadas,LBN57037,Haret al Fouwar - حارة الفوار,LBD0026
cadas,LBN33094,Haret Baasir - حارة بعاصير,LBD0008
cadas,LBN51140,Haret Beit Kessab - حارة بيت كساب,LBD0001
cadas,LBN33095,Haret Beit Madi - حارة بيت ماضي,LBD0008
cadas,LBN31064,Haret Chbib - حارة شبيب,LBD0002
cadas,LBN51141,Haret ej Jdide - حارة الجديدة,LBD0001
cadas,LBN51335,Haret ej Jdide Mqaiteaa - حارة الجديدة المقيطع,LBD0001
cadas,LBN57038,Haret Ej Jdide Zgharta - حارة الجديدة زغرتا,LBD0026
cadas,LBN57039,Haret el Baklik - حارة البكليك,LBD0026
cadas,LBN62039,Haret el Bayder - حارة البيادر,LBD0017
cadas,LBN36100,Haret el Bellane - حارة البلان,LBD0012
cadas,LBN320053,Haret El Botm - حارة البطم,LBD0003
cadas,LBN36101,Haret el Cheikh - حارة الشيخ,LBD0012
cadas,LBN25023,Haret el Fikani - حارة الفيكاني,LBD0025
cadas,LBN36102,Haret El Ghouarni - حارة الغوارني,LBD0012
cadas,LBN23019,Haret el Kaouasbe - حارة الكواسبة,LBD0020
cadas,LBN54033,Haret El KHASSEH - حارة الخسة,LBD0011
cadas,LBN22032,Haret El Maasser - حارة المعاصر,LBD0010
cadas,LBN31065,Haret el Mir - حارة المير,LBD0002
cadas,LBN35098,Haret El Mir Zouk Mkayel - حارة المير ذوق مكايل,LBD0018
cadas,LBN320054,Haret el Mjadle - حارة المجادلة,LBD0003
cadas,LBN33096,Haret el Ouasta - حارة الواسطة,LBD0008
cadas,LBN33097,Haret en Naame - حارة الناعمه,LBD0008
cadas,LBN320055,Haret er Roum - حارة الروم,LBD0003
cadas,LBN320056,Haret es Set - حارة الست,LBD0003
cadas,LBN35099,Haret Halane - حارة حلان,LBD0018
cadas,LBN320057,Haret Hamze - حارة حمزة,LBD0003
cadas,LBN320058,Haret Hraik - حارة حريك,LBD0003
cadas,LBN33098,Haret Jandal - حارة جندل,LBD0008
cadas,LBN61032,Haret Saida - حارة صيدا,LBD0021
cadas,LBN35100,Haret Sakher - حارة صخر,LBD0018
cadas,LBN31066,Haret Salem - حارة سالم,LBD0002
cadas,LBN62040,Harf - الحرف,LBD0017
cadas,LBN55057,Harf es siyad - حرف السياد,LBD0013
cadas,LBN57041,Harfe Arde - حرف أرده,LBD0026
cadas,LBN21059,Harfouch - حرفوش,LBD0004
cadas,LBN35183,Harharaya - هرهريا,LBD0018
cadas,LBN24046,Harime es Soughra - حريمة الصغرى,LBD0024
cadas,LBN57080,Hariq Zgharta - حريق زغرتا,LBD0026
cadas,LBN35101,Hariqa - حريقة,LBD0018
cadas,LBN35102,Hariqa Chahtoul - حريق شحتول,LBD0018
cadas,LBN22033,Hariqa el hermel - حريقة الهرمل,LBD0010
cadas,LBN41022,Hariss - حاريص,LBD0007
cadas,LBN35103,Harissa - حريصا,LBD0018
cadas,LBN52064,Harissa el batroun - حريصا البترون,LBD0009
cadas,LBN44019,Harouf - حروف,LBD0014
cadas,LBN34104,Harsha - هرشا,LBD0016
cadas,LBN57042,Harsoun Ej Jdide - حصرون الجديدة,LBD0026
cadas,LBN61033,Hartiye - حارتية,LBD0021
cadas,LBN42017,Hasbaiya - حاصبيّا,LBD0015
cadas,LBN320059,Hasbaiya el Metn - حاصبيّا المتن,LBD0003
cadas,LBN53017,Hasroun - حصرون,LBD0005
cadas,LBN33099,Hasrout - حصروت,LBD0008
cadas,LBN62041,Hassaniye - حسانية,LBD0017
cadas,LBN63053,Haumeiri - حميري,LBD0022
cadas,LBN22034,Hawch Beit Ismail - حوش بيت اسماعيل,LBD0010
cadas,LBN31067,Hay el Aarab - حي العرب,LBD0002
cadas,LBN34105,Hay El Aarbe - حي العربي,LBD0016
cadas,LBN34106,Hay El Baalbakiye - حي البعلبكية,LBD0016
cadas,LBN41023,Hay el Jameaa - الجامع بنت جبيل,LBD0007
cadas,LBN31068,Hay es Sellom - حي السلم,LBD0002
cadas,LBN31069,Hay es Sindiane - حي السنديانة,LBD0002
cadas,LBN35104,Hayata - حياطة,LBD0018
cadas,LBN25029,Hazerta - حزرتا,LBD0025
cadas,LBN320060,Hazmiye - حازمية,LBD0003
cadas,LBN52065,Hazrita - حزريتا,LBD0009
cadas,LBN34107,Hbalin - حبالين,LBD0016
cadas,LBN36103,Hbous - حبوس,LBD0012
cadas,LBN56005,Hdadine - الحدادين,LBD0023
cadas,LBN42018,Hebbariye - هبّارية,LBD0015
cadas,LBN25030,Hechmech - حشمش,LBD0025
cadas,LBN34108,Hedayne - هدينة,LBD0016
cadas,LBN51142,Hedd - الهد,LBD0001
cadas,LBN34109,Heloue - حلوة,LBD0016
cadas,LBN22035,Hermel - هرمل,LBD0010
cadas,LBN22088,Hermel Jbab - هرمل جباب,LBD0010
cadas,LBN21060,Hfayer - حفاير,LBD0004
cadas,LBN51143,Hikr Janine - حكر جنين,LBD0001
cadas,LBN35105,Hilane - حلان,LBD0018
cadas,LBN57043,Hilane zgharta - حيلان زغرتا,LBD0026
cadas,LBN44020,Hima Aarnoun - حمى أرنون,LBD0014
cadas,LBN34219,Hima Er Rehbane - حمى الرهبان,LBD0016
cadas,LBN34218,Hima Mar Maroun Aannaya - حمى مار مارون عنَايا,LBD0016
cadas,LBN51289,Hissa - حيصا,LBD0001
cadas,LBN21061,Hizzine - حزين,LBD0004
cadas,LBN33100,Hjaijiye - حجاجية,LBD0008
cadas,LBN34110,Hjoula - حجولا,LBD0016
cadas,LBN320061,Hlaliye - هلالية,LBD0003
cadas,LBN61034,Hlaliye Saida - هلالية صيدا,LBD0021
cadas,LBN44021,Hmaile - حميلة,LBD0014
cadas,LBN22036,Hmaire - حميرة,LBD0010
cadas,LBN51087,Hmaireh Aakkar - الحميرة,LBD0001
cadas,LBN51144,Hmais - حميص,LBD0001
cadas,LBN57044,Hmais zgharta - حميص,LBD0026
cadas,LBN51145,Hnaider - حنيدر,LBD0001
cadas,LBN51146,Hokr ech Cheikh Taba - حكر الشيخ طابا,LBD0001
cadas,LBN51147,Hokr ed Dahri - حكر الضاهري,LBD0001
cadas,LBN51148,Hokr el Kousse - حكر الكوسا,LBD0001
cadas,LBN51149,Hokr El Mahmoudiye - حكر المحمودية,LBD0001
cadas,LBN51150,Hokr Etti - حكر قتة,LBD0001
cadas,LBN51151,Hokr Jouret Srar - حكر جورة سرار,LBD0001
cadas,LBN31117,Homs Oua Hama -  حمص وحمى,LBD0002
cadas,LBN62042,Homsiye - حمصية,LBD0017
cadas,LBN36104,Horch Tabet - حرش تابت,LBD0012
cadas,LBN34111,Hosn Aar - حصن العر,LBD0016
cadas,LBN21062,Hosn ech Chadoura - حصن الشادورا,LBD0004
cadas,LBN34112,Hosna - حصنا,LBD0016
cadas,LBN34113,Hosrayel - حصرايل,LBD0016
cadas,LBN11029,Hotel Dieu - اوتيل ديو,LBD0006
cadas,LBN24016,Haouch Aammiq - حوش عميق,LBD0024
cadas,LBN24017,Haouch el Harime - حوش الحريمة,LBD0024
cadas,LBN25031,Haouch El-Ghanam - حوش الغنم,LBD0025
cadas,LBN21063,Haouch Er Rafqa - حوش الرافقة,LBD0004
cadas,LBN24018,Haouch es Saalouk - حوش السعلوك,LBD0024
cadas,LBN25032,Haouch ez Zaraane - حوش الزراعنة,LBD0025
cadas,LBN25033,Haouch Hala - حوش حالا,LBD0025
cadas,LBN43016,Houla - حولا,LBD0019
cadas,LBN31070,Houmal - حومال,LBD0002
cadas,LBN44022,Houmine el Faouqa - حومين الفوقا,LBD0014
cadas,LBN44023,Houmine et Tahta - حومين التحتا,LBD0014
cadas,LBN43017,Houra - حوره,LBD0019
cadas,LBN34114,Hourata - حوراتا,LBD0016
cadas,LBN52066,Hourata el batroun - حوراتا البترون,LBD0009
cadas,LBN35107,Hrajel - حراجل,LBD0018
cadas,LBN51152,Hrar - حرار,LBD0001
cadas,LBN52067,Hrayek - حرايق,LBD0009
cadas,LBN57045,Hraykess - حريقص,LBD0026
cadas,LBN34115,Hrazmin - حرازمين,LBD0016
cadas,LBN34116,Hsarat - حصارات,LBD0016
cadas,LBN35106,Hsayn - حصين,LBD0018
cadas,LBN57060,IAAL - إيعال,LBD0026
cadas,LBN21064,Iaat - ايعات,LBD0004
cadas,LBN43015,Ibl es Saqi - إبل السقي,LBD0019
cadas,LBN51153,Idbil - عدبل,LBD0001
cadas,LBN31071,Ighmid - اغميد,LBD0002
cadas,LBN52068,Ijdabra - اجدبرا,LBD0009
cadas,LBN54034,Ijdabrine - اجدعبرين,LBD0011
cadas,LBN51154,Ilat - ايلات,LBD0001
cadas,LBN44024,Insar - إنصار,LBD0014
cadas,LBN61035,Insariye - إنصارية,LBD0021
cadas,LBN63054,Iskandarouna Sour - إسكندرونة,LBD0022
cadas,LBN55058,Izal - إيزال,LBD0013
cadas,LBN21065,Jabaa - جبعا,LBD0004
cadas,LBN21066,Jabal Ech Chaaibe - جبل الشعيبة,LBD0004
cadas,LBN31072,Jabal El Aarid - جبل العريض,LBD0002
cadas,LBN62115,Jabal Toura - جبل طوره,LBD0017
cadas,LBN21067,Jabboule - جبولة,LBD0004
cadas,LBN33101,Jadra - جدرا,LBD0008
cadas,LBN33102,Jahliye - جاهلية,LBD0008
cadas,LBN55059,Jairoun - جيرون,LBD0013
cadas,LBN34118,Jaj - جاج,LBD0016
cadas,LBN33103,Jall Bou Haidar - جل بو حيدر,LBD0008
cadas,LBN36106,Jall Ed Dib - جل الديب,LBD0012
cadas,LBN62044,Jall Nachi - جل ناشي,LBD0017
